Seconds,IcoFace,Stereopsis,6DoF,SpatialAudio,HighResolution,AltColour,EyeTrackingOrigin_X,EyeTrackingOrigin_Y,EyeTrackingOrigin_Z,EyeTrackingTarget_X,EyeTrackingTarget_Y,EyeTrackingTarget_Z,5/12/2023 2:23:30 PM
124.899977556,-1,1,0,0,1,1,-0.07260669,1.692851,0.01112304,-0.1402487,-0.7979944,0.5861188,5/12/2023 2:23:30 PM
124.914831879,-1,1,0,0,1,1,-0.02283682,1.696998,0.04761396,-0.2341603,-0.7896597,0.5671037,5/12/2023 2:23:30 PM
124.930025889,-1,1,0,0,1,1,-0.02275103,1.695111,0.04854122,-0.2410918,-0.8276355,0.5068478,5/12/2023 2:23:30 PM
124.956524171,-1,1,0,0,1,1,-0.03442551,1.69023,0.04298126,-0.2100264,-0.8284556,0.5191823,5/12/2023 2:23:30 PM
124.970871202,-1,1,0,0,1,1,-0.03409558,1.6889,0.04391615,-0.1950912,-0.8369328,0.5113539,5/12/2023 2:23:30 PM
124.995588806,-1,1,0,0,1,1,-0.04300801,1.685668,0.03986017,-0.2059179,-0.8214597,0.5317912,5/12/2023 2:23:30 PM
125.010061046,-1,1,0,0,1,1,-0.04393794,1.684913,0.0398186,-0.2188861,-0.8118055,0.541351,5/12/2023 2:23:30 PM
125.038410837,-1,1,0,0,1,1,-0.0391527,1.684083,0.04306402,-0.1920902,-0.8466761,0.4962268,5/12/2023 2:23:30 PM
125.054323233,-1,1,0,0,1,1,-0.03890722,1.68353,0.04347594,-0.1886858,-0.8500804,0.4916921,5/12/2023 2:23:30 PM
125.079723077,-1,1,0,0,1,1,-0.04375849,1.681548,0.0412201,-0.1884898,-0.8423234,0.5049388,5/12/2023 2:23:30 PM
125.095128025,-1,1,0,0,1,1,-0.04389205,1.681087,0.04144657,-0.1865978,-0.8427034,0.5050073,5/12/2023 2:23:30 PM
125.108243962,-1,1,0,0,1,1,-0.04449894,1.680728,0.04130581,-0.2012363,-0.8437188,0.4976373,5/12/2023 2:23:30 PM
125.136696931,-1,1,0,0,1,1,-0.04432856,1.680435,0.04161093,-0.1926628,-0.8478634,0.4939724,5/12/2023 2:23:30 PM
125.150556254,-1,1,0,0,1,1,-0.04235129,1.680647,0.04278114,-0.2075893,-0.8398155,0.5016141,5/12/2023 2:23:30 PM
125.178265421,-1,1,0,0,1,1,-0.04198108,1.680625,0.04301859,-0.2092856,-0.831062,0.5153016,5/12/2023 2:23:30 PM
125.191556931,-1,1,0,0,1,1,-0.04315738,1.680507,0.04230356,-0.2024267,-0.8321323,0.5163134,5/12/2023 2:23:30 PM
125.220295421,-1,1,0,0,1,1,-0.0405319,1.681266,0.04347887,-0.2186921,-0.8258729,0.5197192,5/12/2023 2:23:30 PM
125.235925108,-1,1,0,0,1,1,-0.03975947,1.681817,0.04363395,-0.2169914,-0.8266464,0.5192019,5/12/2023 2:23:30 PM
125.248242087,78,1,0,0,1,1,-0.03857411,1.682672,0.04414094,-0.1687058,-0.7769366,0.6065543,5/12/2023 2:23:30 PM
125.277163233,77,1,0,0,1,1,-0.02498833,1.686825,0.05055026,-0.09344706,-0.5611343,0.822433,5/12/2023 2:23:30 PM
125.289610785,6,1,0,0,1,1,-0.02430821,1.688263,0.05012887,-0.03967958,-0.4313132,0.9013293,5/12/2023 2:23:30 PM
125.316107035,6,1,0,0,1,1,-0.02423592,1.690265,0.04843283,-0.01587509,-0.3917174,0.9199486,5/12/2023 2:23:30 PM
125.331350421,6,1,0,0,1,1,-0.02479851,1.691062,0.04732187,-0.0269996,-0.3857934,0.9221901,5/12/2023 2:23:30 PM
125.357651931,6,1,0,0,1,1,-0.02062184,1.693436,0.04705879,-0.003597725,-0.4003205,0.9163682,5/12/2023 2:23:30 PM
125.373044743,6,1,0,0,1,1,-0.01837939,1.694795,0.04676601,0.01566426,-0.3864346,0.9221838,5/12/2023 2:23:30 PM
125.400839691,6,1,0,0,1,1,0.01009534,1.69963,0.05194875,-0.02699879,-0.4033832,0.9146327,5/12/2023 2:23:30 PM
125.413977816,6,1,0,0,1,1,0.01243228,1.700864,0.0506594,-0.01929518,-0.3884673,0.9212605,5/12/2023 2:23:30 PM
125.428250993,6,1,0,0,1,1,0.01497365,1.70225,0.04917096,-0.0225704,-0.3961448,0.9179106,5/12/2023 2:23:30 PM
125.458297191,6,1,0,0,1,1,0.02018911,1.705256,0.04631475,0.0444238,-0.2755294,0.9602656,5/12/2023 2:23:30 PM
125.470888233,6,1,0,0,1,1,0.02275383,1.706484,0.04468704,0.06854272,-0.2594837,0.963312,5/12/2023 2:23:30 PM
125.499236827,6,1,0,0,1,1,-0.03469111,1.704418,0.0385364,0.156593,-0.2295964,0.9606062,5/12/2023 2:23:30 PM
125.512310629,11,1,0,0,1,1,-0.03345327,1.705735,0.0380726,0.1453533,-0.2267879,0.9630367,5/12/2023 2:23:30 PM
125.532698702,6,1,0,0,1,1,-0.03181728,1.706858,0.03786422,0.1264382,-0.2254601,0.966013,5/12/2023 2:23:30 PM
125.554828285,11,1,0,0,1,1,-0.02781961,1.708831,0.03783596,0.1532521,-0.2323124,0.960492,5/12/2023 2:23:30 PM
125.579557973,6,1,0,0,1,1,-0.02419183,1.71062,0.0376184,0.1362945,-0.2496113,0.9587064,5/12/2023 2:23:30 PM
125.593575525,11,1,0,0,1,1,-0.02243219,1.711636,0.03721141,0.1809386,-0.2355254,0.9548764,5/12/2023 2:23:30 PM
125.608498493,11,1,0,0,1,1,-0.02011671,1.713093,0.03663357,0.2855683,-0.1362863,0.9486184,5/12/2023 2:23:30 PM
125.637065681,11,1,0,0,1,1,-0.01629685,1.715473,0.03557644,0.3817322,-0.04667549,0.9230937,5/12/2023 2:23:30 PM
125.652270316,45,1,0,0,1,1,-0.01442325,1.716598,0.03502084,0.451172,0.02608818,0.8920556,5/12/2023 2:23:30 PM
125.679609691,45,1,0,0,1,1,-0.01194676,1.718008,0.03408396,0.4543823,0.01385584,0.890699,5/12/2023 2:23:30 PM
125.693646879,45,1,0,0,1,1,-0.0109368,1.718557,0.0336389,0.4494594,0.02535517,0.8929409,5/12/2023 2:23:30 PM
125.72125417,45,1,0,0,1,1,-0.008933674,1.719469,0.03287344,0.4494339,0.01561881,0.893177,5/12/2023 2:23:30 PM
125.735897452,45,1,0,0,1,1,-0.007878305,1.719896,0.03253049,0.4635677,0.02136796,0.8858039,5/12/2023 2:23:30 PM
125.749976462,45,1,0,0,1,1,-0.007026022,1.7202,0.03232282,0.4623215,0.02167431,0.8864475,5/12/2023 2:23:30 PM
