Seconds,IcoFace,Stereopsis,6DoF,SpatialAudio,HighResolution,AltColour,EyeTrackingOrigin_X,EyeTrackingOrigin_Y,EyeTrackingOrigin_Z,EyeTrackingTarget_X,EyeTrackingTarget_Y,EyeTrackingTarget_Z,1/27/2023 12:27:05 PM
65.681114819,11,0,0,1,0,1,0.04692718,1.71598,0.03365612,0.3178366,-0.09986269,0.9428719,1/27/2023 12:27:05 PM
65.6862018500001,11,0,0,1,0,1,0.04692718,1.71598,0.03365612,0.3178366,-0.09986269,0.9428719,1/27/2023 12:27:05 PM
65.6875067460001,11,0,0,1,0,1,0.04692718,1.71598,0.03365612,0.3178366,-0.09986269,0.9428719,1/27/2023 12:27:05 PM
65.709097892,11,0,0,1,0,1,0.04463804,1.716261,0.03484356,0.3128529,-0.1031812,0.9441804,1/27/2023 12:27:05 PM
65.7364928920001,11,0,0,1,0,1,0.04302265,1.716326,0.03576696,0.2997295,-0.1020395,0.9485516,1/27/2023 12:27:05 PM
65.7533374750001,11,0,0,1,0,1,0.04218414,1.716336,0.03625369,0.2988835,-0.111617,0.9477396,1/27/2023 12:27:05 PM
65.7648916420001,11,0,0,1,0,1,0.04126294,1.716329,0.03679132,0.3026481,-0.1133806,0.9463345,1/27/2023 12:27:05 PM
65.7913172670001,11,0,0,1,0,1,0.039063,1.716312,0.03801358,0.3077481,-0.103569,0.9458143,1/27/2023 12:27:05 PM
65.8057771630001,11,0,0,1,0,1,0.03784451,1.716283,0.0386734,0.3083324,-0.1105674,0.9448312,1/27/2023 12:27:05 PM
65.8346402880002,11,0,0,1,0,1,0.03548629,1.716061,0.04004622,0.2911374,-0.10544,0.950853,1/27/2023 12:27:05 PM
65.8500738290002,11,0,0,1,0,1,0.03436416,1.715846,0.04077339,0.2929407,-0.09917182,0.9509736,1/27/2023 12:27:05 PM
65.874695965,11,0,0,1,0,1,0.0321675,1.715329,0.04222298,0.2418251,-0.1195467,0.9629274,1/27/2023 12:27:05 PM
65.8904356520002,11,0,0,1,0,1,0.03107927,1.715077,0.04290307,0.1383363,-0.1285069,0.9820127,1/27/2023 12:27:05 PM
