Seconds,IcoFace,Stereopsis,6DoF,SpatialAudio,HighResolution,AltColour,EyeTrackingOrigin_X,EyeTrackingOrigin_Y,EyeTrackingOrigin_Z,EyeTrackingTarget_X,EyeTrackingTarget_Y,EyeTrackingTarget_Z,1/31/2023 7:24:57 PM
110.653953708,60,1,0,1,0,0,0.03299305,1.726237,0.01492468,-0.2363374,-0.1243981,0.9636751,1/31/2023 7:24:57 PM
110.677047406,60,1,0,1,0,0,0.02436209,1.725619,0.01647502,-0.2513323,-0.1347197,0.9584793,1/31/2023 7:24:57 PM
110.691288447,60,1,0,1,0,0,0.01666326,1.725038,0.01738615,-0.2561741,-0.1310458,0.9577066,1/31/2023 7:24:57 PM
110.707853812,60,1,0,1,0,0,0.004431835,1.724087,0.01841362,-0.2632908,-0.1319945,0.955644,1/31/2023 7:24:57 PM
110.733951468,60,1,0,1,0,0,-0.0007483329,1.723606,0.01894899,-0.2824232,-0.1319736,0.9501685,1/31/2023 7:24:57 PM
110.747362822,60,1,0,1,0,0,0.001188449,1.723705,0.01907822,-0.2880953,-0.1342161,0.9481493,1/31/2023 7:24:57 PM
110.774857979,60,1,0,1,0,0,0.001740053,1.723621,0.01953019,-0.2838154,-0.1253476,0.9506507,1/31/2023 7:24:57 PM
110.790604541,60,1,0,1,0,0,0.0009796844,1.723477,0.01974874,-0.2975474,-0.1276141,0.9461396,1/31/2023 7:24:57 PM
110.817987874,60,1,0,1,0,0,-0.001667598,1.723185,0.01997213,-0.3554274,-0.1325445,0.9252585,1/31/2023 7:24:57 PM
110.832437041,60,1,0,1,0,0,-0.003104351,1.72303,0.0200808,-0.3479287,-0.1307603,0.9283574,1/31/2023 7:24:57 PM
110.857489645,60,1,0,1,0,0,-0.03065897,1.720917,0.0178353,-0.3618656,-0.1285267,0.9233278,1/31/2023 7:24:57 PM
110.873147145,60,1,0,1,0,0,-0.03132874,1.720813,0.01759509,-0.3739831,-0.1303776,0.9182256,1/31/2023 7:24:57 PM
110.887921104,60,1,0,1,0,0,-0.03495756,1.720494,0.01697071,-0.3757155,-0.1279524,0.9178595,1/31/2023 7:24:57 PM
110.91482652,60,1,0,1,0,0,-0.03941854,1.720116,0.01601662,-0.3688775,-0.1366057,0.9193847,1/31/2023 7:24:57 PM
110.929161312,60,1,0,1,0,0,-0.03989447,1.720096,0.01576164,-0.3670603,-0.1333037,0.9205959,1/31/2023 7:24:57 PM
110.955568551,60,1,0,1,0,0,-0.040472,1.719978,0.01538898,-0.364746,-0.1287813,0.9221582,1/31/2023 7:24:57 PM
110.971320687,60,1,0,1,0,0,-0.04083521,1.7199,0.0152125,-0.3707732,-0.1300568,0.9195719,1/31/2023 7:24:57 PM
110.997648395,60,1,0,1,0,0,-0.03853559,1.719883,0.01564412,-0.362177,-0.1406116,0.9214424,1/31/2023 7:24:57 PM
111.012198604,60,1,0,1,0,0,-0.02400161,1.720801,0.01861022,-0.3388878,-0.1348766,0.9311087,1/31/2023 7:24:57 PM
111.040217718,60,1,0,1,0,0,0.006479645,1.722869,0.02491798,-0.3207317,-0.1347348,0.9375381,1/31/2023 7:24:57 PM
111.054701624,60,1,0,1,0,0,0.01743586,1.723678,0.02711111,-0.3088997,-0.135628,0.9413745,1/31/2023 7:24:57 PM
111.068042093,60,1,0,1,0,0,0.01752879,1.723681,0.02722394,-0.3064628,-0.1353727,0.9422074,1/31/2023 7:24:57 PM
111.095097874,60,1,0,1,0,0,0.01735363,1.723678,0.02738099,-0.3079786,-0.1329323,0.9420606,1/31/2023 7:24:57 PM
111.110419124,60,1,0,1,0,0,0.01728362,1.723717,0.02735239,-0.3078478,-0.1305814,0.9424321,1/31/2023 7:24:57 PM
111.138482458,60,1,0,1,0,0,0.01710127,1.723745,0.02731093,-0.3023544,-0.126961,0.9447024,1/31/2023 7:24:57 PM
111.153385218,60,1,0,1,0,0,0.01662048,1.723712,0.02727894,-0.2976415,-0.1289966,0.9459226,1/31/2023 7:24:57 PM
111.17936001,60,1,0,1,0,0,0.01625067,1.723839,0.02714958,-0.3072896,-0.1288078,0.9428582,1/31/2023 7:24:57 PM
111.193786103,60,1,0,1,0,0,0.01624484,1.723895,0.0272057,-0.3038173,-0.1376464,0.9427346,1/31/2023 7:24:57 PM
111.208364697,60,1,0,1,0,0,0.0160653,1.723937,0.02729576,-0.3071209,-0.1323085,0.9424284,1/31/2023 7:24:57 PM
111.237533656,60,1,0,1,0,0,0.01473902,1.723913,0.02728825,-0.3203699,-0.1307029,0.9382323,1/31/2023 7:24:57 PM
111.248946416,60,1,0,1,0,0,0.01185952,1.723798,0.02670078,-0.3161293,-0.1246225,0.9404954,1/31/2023 7:24:57 PM
111.275705791,60,1,0,1,0,0,0.01368102,1.725026,0.02534126,-0.3982846,-0.3265022,0.8571848,1/31/2023 7:24:57 PM
111.290885114,60,1,0,1,0,0,-0.02707062,1.722778,0.04698479,-0.2899245,-0.1336333,0.947674,1/31/2023 7:24:57 PM
111.318225114001,60,1,0,1,0,0,-0.02933057,1.723161,0.04589868,-0.3218782,-0.1292983,0.9379107,1/31/2023 7:24:57 PM
111.337009645,10,1,0,1,0,0,-0.04888361,1.721569,0.007679288,-0.7413996,-0.07824846,0.6664861,1/31/2023 7:24:57 PM
111.360497614,10,1,0,1,0,0,-0.05013842,1.721629,0.005305089,-0.7557644,-0.00541816,0.6548212,1/31/2023 7:24:57 PM
111.374408187,10,1,0,1,0,0,-0.05045674,1.721805,0.004408078,-0.7717624,-0.02499856,0.6354195,1/31/2023 7:24:57 PM
111.389022197,10,1,0,1,0,0,-0.05099037,1.72203,0.003338356,-0.7843778,-0.02148282,0.6199113,1/31/2023 7:24:57 PM
111.418311833,10,1,0,1,0,0,-0.03600347,1.723086,0.008869125,-0.7644377,-0.02398923,0.6442512,1/31/2023 7:24:57 PM
111.430746624,10,1,0,1,0,0,-0.04025178,1.722984,0.006440579,-0.7652929,-0.01658837,0.6434683,1/31/2023 7:24:57 PM
111.456000322,10,1,0,1,0,0,-0.009125351,1.72478,0.02210693,-0.7416322,-0.01965844,0.6705187,1/31/2023 7:24:57 PM
111.471799020001,10,1,0,1,0,0,-0.00995244,1.724869,0.02186847,-0.7529176,-0.01728132,0.6578878,1/31/2023 7:24:57 PM
111.48815501,10,1,0,1,0,0,-0.01433864,1.724751,0.01963381,-0.7511296,-0.0262799,0.6596315,1/31/2023 7:24:57 PM
111.51356553,10,1,0,1,0,0,-0.01405123,1.724931,0.02020916,-0.7469926,-0.01958257,0.6645438,1/31/2023 7:24:57 PM
111.541364176001,10,1,0,1,0,0,-0.01771833,1.724931,0.01835228,-0.7451575,-0.02231751,0.6665149,1/31/2023 7:24:57 PM
111.554372822,10,1,0,1,0,0,-0.01841991,1.725028,0.017996,-0.7553874,-0.02015904,0.6549681,1/31/2023 7:24:57 PM
111.570427926,10,1,0,1,0,0,-0.02262178,1.724977,0.01513707,-0.758577,-0.01745645,0.6513497,1/31/2023 7:24:57 PM
111.595183291,48,1,0,1,0,0,-0.053952,1.723975,-0.008515958,-0.8148423,0.008791972,0.579616,1/31/2023 7:24:57 PM
111.611718447,48,1,0,1,0,0,-0.05429288,1.724146,-0.009585232,-0.835461,0.004880675,0.5495281,1/31/2023 7:24:57 PM
111.639657457,48,1,0,1,0,0,-0.05458656,1.724409,-0.01127879,-0.8384339,0.007447799,0.5449523,1/31/2023 7:24:57 PM
111.654421989,48,1,0,1,0,0,-0.05424559,1.724508,-0.01169201,-0.8476044,0.007232356,0.5305793,1/31/2023 7:24:57 PM
111.679341885,48,1,0,1,0,0,-0.0570481,1.72467,-0.01577543,-0.8406074,0.004141324,0.5416293,1/31/2023 7:24:57 PM
111.694500895001,48,1,0,1,0,0,-0.05735954,1.724777,-0.01689733,-0.8423648,0.006258937,0.5388712,1/31/2023 7:24:57 PM
111.709221103,48,1,0,1,0,0,-0.05755524,1.724875,-0.0179556,-0.8453464,0.01135863,0.5340976,1/31/2023 7:24:57 PM
111.737964489001,48,1,0,1,0,0,-0.05791996,1.725017,-0.020057,-0.8476202,0.007531794,0.5305498,1/31/2023 7:24:57 PM
111.752149541,48,1,0,1,0,0,-0.05800124,1.725041,-0.02100126,-0.847944,0.0120748,0.529948,1/31/2023 7:24:57 PM
111.777252145001,48,1,0,1,0,0,-0.05417905,1.725138,-0.01756312,-0.8462092,0.007619657,0.5327963,1/31/2023 7:24:57 PM
111.791682405,48,1,0,1,0,0,-0.04594837,1.725876,-0.009097693,-0.8636421,0.006612495,0.5040621,1/31/2023 7:24:57 PM
111.808372041,48,1,0,1,0,0,-0.04643688,1.725988,-0.0102605,-0.8738468,0.008737306,0.4861228,1/31/2023 7:24:57 PM
111.836853551,63,1,0,1,0,0,-0.051184,1.725829,-0.01867609,-0.964852,-0.005442749,0.2627376,1/31/2023 7:24:57 PM
111.849627978,63,1,0,1,0,0,-0.05244859,1.725775,-0.02176267,-0.9853272,-0.03098568,0.1678396,1/31/2023 7:24:57 PM
111.874512145,63,1,0,1,0,0,-0.03640192,1.727327,0.00242258,-0.9941818,-0.05728013,0.09122118,1/31/2023 7:24:57 PM
111.888924541,63,1,0,1,0,0,-0.0373275,1.727432,0.001330945,-0.9960712,-0.0572715,0.06754246,1/31/2023 7:24:57 PM
111.918359593,63,1,0,1,0,0,-0.03298557,1.728208,0.01162591,-0.9953233,-0.06609957,0.07044315,1/31/2023 7:24:57 PM
111.930955478,63,1,0,1,0,0,-0.03348414,1.728294,0.01222182,-0.995073,-0.06442815,0.07535649,1/31/2023 7:24:57 PM
111.959102614001,63,1,0,1,0,0,-0.03839869,1.727859,0.004480201,-0.9956484,-0.05320499,0.07650375,1/31/2023 7:24:57 PM
111.973024072,63,1,0,1,0,0,-0.0411089,1.727532,-0.0006302418,-0.9952931,-0.04975703,0.08316241,1/31/2023 7:24:57 PM
111.988114228,63,1,0,1,0,0,-0.04181273,1.727527,-0.001437108,-0.9962243,-0.05226907,0.06931894,1/31/2023 7:24:57 PM
112.015473603,63,1,0,1,0,0,-0.0424597,1.727536,-0.000558539,-0.9955004,-0.05869768,0.07438616,1/31/2023 7:24:57 PM
112.029964905,63,1,0,1,0,0,-0.04841785,1.726179,-0.01571723,-0.9964669,-0.04946098,0.06787787,1/31/2023 7:24:57 PM
112.057281676,63,1,0,1,0,0,-0.05978219,1.723186,-0.04767985,-0.9967458,-0.05343286,0.06035602,1/31/2023 7:24:57 PM
112.071543811,63,1,0,1,0,0,-0.05990603,1.72301,-0.0481414,-0.9969001,-0.05583512,0.05542832,1/31/2023 7:24:57 PM
112.097886364,63,1,0,1,0,0,-0.06065604,1.722581,-0.05007475,-0.9958994,-0.05609327,0.07097816,1/31/2023 7:24:57 PM
112.112616103001,63,1,0,1,0,0,-0.06073314,1.722495,-0.05000867,-0.9949899,-0.05199165,0.08539197,1/31/2023 7:24:57 PM
112.141601416,63,1,0,1,0,0,-0.06099134,1.72234,-0.04997698,-0.9941096,-0.05608936,0.09273636,1/31/2023 7:24:57 PM
112.155195843,63,1,0,1,0,0,-0.06107858,1.722291,-0.04985109,-0.9936543,-0.05621217,0.09742445,1/31/2023 7:24:57 PM
112.168518655,63,1,0,1,0,0,-0.0611525,1.722291,-0.04973713,-0.9950342,-0.04496739,0.08879607,1/31/2023 7:24:57 PM
112.195653082,63,1,0,1,0,0,-0.06139867,1.722323,-0.04971315,-0.995242,-0.04108578,0.08834909,1/31/2023 7:24:57 PM
112.209351311,63,1,0,1,0,0,-0.06140622,1.722536,-0.04927277,-0.9944403,-0.03573096,0.09905576,1/31/2023 7:24:57 PM
112.239176728001,63,1,0,1,0,0,-0.06121879,1.723283,-0.04768696,-0.9807767,-0.03321124,0.1922866,1/31/2023 7:24:57 PM
112.251929488,10,1,0,1,0,0,-0.07796627,1.729647,-0.01173365,-0.9341112,-0.05072613,0.3533597,1/31/2023 7:24:57 PM
112.267041936,10,1,0,1,0,0,-0.07751168,1.729819,-0.01086974,-0.9299784,-0.04860845,0.3643864,1/31/2023 7:24:57 PM
112.292939332,48,1,0,1,0,0,-0.06024335,1.723705,-0.04298186,-0.7972308,0.03638807,0.602577,1/31/2023 7:24:57 PM
112.309243707,48,1,0,1,0,0,-0.05998857,1.723603,-0.04202018,-0.7683651,0.02798049,0.6393998,1/31/2023 7:24:57 PM
112.336910218,48,1,0,1,0,0,-0.05993302,1.723734,-0.0405816,-0.7635353,0.02703205,0.6452001,1/31/2023 7:24:57 PM
112.349765686,48,1,0,1,0,0,-0.05992219,1.723841,-0.0398393,-0.7584352,0.02631133,0.651217,1/31/2023 7:24:57 PM
112.375772978,48,1,0,1,0,0,-0.0598742,1.723979,-0.03824126,-0.7607287,0.03540665,0.6481035,1/31/2023 7:24:57 PM
112.390999541,48,1,0,1,0,0,-0.05986761,1.724038,-0.03755918,-0.7619447,0.04625309,0.6459883,1/31/2023 7:24:57 PM
112.419440322,48,1,0,1,0,0,-0.05976292,1.724226,-0.03617861,-0.7494109,0.03786389,0.6610216,1/31/2023 7:24:57 PM
112.434435791,48,1,0,1,0,0,-0.05778724,1.724941,-0.03450503,-0.7518829,0.0287823,0.658668,1/31/2023 7:24:57 PM
112.459363968001,48,1,0,1,0,0,-0.02416983,1.731826,0.0141873,-0.7167839,0.02882926,0.696699,1/31/2023 7:24:57 PM
112.473426936001,48,1,0,1,0,0,-0.02280571,1.731982,0.01496229,-0.7216634,0.01995019,0.6919566,1/31/2023 7:24:57 PM
112.488988290001,48,1,0,1,0,0,-0.02182493,1.732092,0.01519855,-0.7103088,0.02224809,0.7035384,1/31/2023 7:24:57 PM
112.516282093,48,1,0,1,0,0,-0.01997264,1.732374,0.01526147,-0.718814,0.01564944,0.6950262,1/31/2023 7:24:57 PM
112.529086572,48,1,0,1,0,0,-0.0191594,1.732599,0.01383015,-0.7242668,0.0003672186,0.6895196,1/31/2023 7:24:57 PM
112.556801936,48,1,0,1,0,0,-0.03557652,1.729122,-0.002812802,-0.7577208,0.01625676,0.6523764,1/31/2023 7:24:57 PM
112.572373082,48,1,0,1,0,0,-0.03513129,1.72914,-0.002395133,-0.7510638,0.01671589,0.6600181,1/31/2023 7:24:57 PM
112.588484853,48,1,0,1,0,0,-0.03695767,1.728745,-0.004114117,-0.7511939,0.01155052,0.6599805,1/31/2023 7:24:57 PM
112.613997197001,48,1,0,1,0,0,-0.05876562,1.725056,-0.02708978,-0.7768967,0.03034903,0.6288963,1/31/2023 7:24:57 PM
112.627729488,48,1,0,1,0,0,-0.05887882,1.725006,-0.02656155,-0.7730915,0.02799759,0.6336764,1/31/2023 7:24:57 PM
112.655048968,48,1,0,1,0,0,-0.05881216,1.724988,-0.02572553,-0.7769397,0.02715548,0.628989,1/31/2023 7:24:57 PM
112.670823707001,48,1,0,1,0,0,-0.05875661,1.724968,-0.02527695,-0.7739173,0.0257582,0.6327626,1/31/2023 7:24:57 PM
112.697276676,48,1,0,1,0,0,-0.05843784,1.725052,-0.02456967,-0.7757586,0.02300784,0.6306103,1/31/2023 7:24:57 PM
112.711267665,48,1,0,1,0,0,-0.0298215,1.729041,0.00413619,-0.752919,0.01149765,0.6580127,1/31/2023 7:24:57 PM
112.739605426,48,1,0,1,0,0,-0.04181744,1.727154,-0.007012426,-0.7606196,0.01243556,0.6490787,1/31/2023 7:24:57 PM
112.755468082,48,1,0,1,0,0,-0.02578439,1.729158,0.008651494,-0.7483627,0.004339356,0.6632756,1/31/2023 7:24:57 PM
112.781562405,10,1,0,1,0,0,-0.01435146,1.730374,0.01957661,-0.7426001,-0.005107978,0.6697156,1/31/2023 7:24:57 PM
112.792766676001,10,1,0,1,0,0,-0.01383243,1.730347,0.0197952,-0.7374663,-0.0009162808,0.6753833,1/31/2023 7:24:57 PM
112.80898803,10,1,0,1,0,0,-0.01357665,1.73024,0.02008632,-0.7360922,-0.003778061,0.6768708,1/31/2023 7:24:57 PM
112.83800204,10,1,0,1,0,0,-0.01354384,1.729905,0.02060639,-0.7376472,-0.004096089,0.6751739,1/31/2023 7:24:57 PM
112.852346884,10,1,0,1,0,0,-0.01387361,1.729777,0.0202039,-0.7373344,-0.00240721,0.6755236,1/31/2023 7:24:57 PM
112.877475426,48,1,0,1,0,0,-0.01366825,1.72967,0.01997862,-0.7311346,0.0008618878,0.6822326,1/31/2023 7:24:57 PM
112.892542509,10,1,0,1,0,0,-0.01327728,1.729652,0.02021958,-0.7358156,-0.004736921,0.6771654,1/31/2023 7:24:57 PM
112.909489176001,48,1,0,1,0,0,-0.02407325,1.728338,0.01087094,-0.7413154,0.004205948,0.6711437,1/31/2023 7:24:57 PM
112.933580947,48,1,0,1,0,0,-0.04925838,1.725509,-0.01093089,-0.7656534,0.004342181,0.6432387,1/31/2023 7:24:57 PM
112.947951676,48,1,0,1,0,0,-0.05439302,1.724953,-0.01519513,-0.7726768,0.01265493,0.6346734,1/31/2023 7:24:57 PM
112.975024905,48,1,0,1,0,0,-0.05323417,1.725124,-0.01404955,-0.7706835,0.00978312,0.637143,1/31/2023 7:24:57 PM
112.989908082001,48,1,0,1,0,0,-0.05307049,1.725183,-0.01386022,-0.7680216,0.01076483,0.6403334,1/31/2023 7:24:57 PM
113.018963915,48,1,0,1,0,0,-0.04902779,1.725777,-0.01066536,-0.7634318,0.01290631,0.6457595,1/31/2023 7:24:57 PM
113.033887249,48,1,0,1,0,0,-0.04748422,1.726027,-0.009495165,-0.7640227,0.01400142,0.6450374,1/31/2023 7:24:57 PM
113.057256415,48,1,0,1,0,0,-0.04733012,1.726113,-0.009445211,-0.7634178,0.01779127,0.6456599,1/31/2023 7:24:57 PM
113.07359053,48,1,0,1,0,0,-0.04812557,1.726031,-0.009992679,-0.7575597,0.01747533,0.6525319,1/31/2023 7:24:57 PM
113.089266467,48,1,0,1,0,0,-0.0478995,1.726089,-0.009750954,-0.7536132,0.01852737,0.657057,1/31/2023 7:24:57 PM
113.114378342,10,1,0,1,0,0,-0.05423462,1.725274,-0.01450936,-0.6314579,-0.0396326,0.7743967,1/31/2023 7:24:57 PM
113.129092196,60,1,0,1,0,0,-0.04986973,1.725767,-0.0119295,-0.5250782,-0.06642452,0.8484579,1/31/2023 7:24:57 PM
113.155823915,60,1,0,1,0,0,-0.008171651,1.729243,0.01857236,-0.4294137,-0.08228278,0.8993516,1/31/2023 7:24:57 PM
113.172266363,60,1,0,1,0,0,-0.002790461,1.729554,0.02211794,-0.4216456,-0.07585073,0.9035826,1/31/2023 7:24:57 PM
113.197607561,60,1,0,1,0,0,-0.001756755,1.729341,0.02234047,-0.422737,-0.07924195,0.9027814,1/31/2023 7:24:57 PM
113.212719801,60,1,0,1,0,0,-0.001181294,1.7292,0.02256546,-0.4138743,-0.08455124,0.906399,1/31/2023 7:24:57 PM
113.241099280001,60,1,0,1,0,0,-0.0003171851,1.728829,0.02295155,-0.4128364,-0.09195563,0.9061513,1/31/2023 7:24:57 PM
113.255659332001,60,1,0,1,0,0,0.0003095126,1.72863,0.02335219,-0.4158618,-0.102049,0.9036841,1/31/2023 7:24:57 PM
113.269486415,60,1,0,1,0,0,0.0002648538,1.728362,0.02336964,-0.4188107,-0.1070278,0.9017442,1/31/2023 7:24:57 PM
113.294290269,60,1,0,1,0,0,0.0009428538,1.727996,0.02349538,-0.41345,-0.1171096,0.9029643,1/31/2023 7:24:57 PM
113.310251467,60,1,0,1,0,0,0.001320128,1.727471,0.02431284,-0.3282165,-0.1282731,0.9358525,1/31/2023 7:24:57 PM
113.339806728,60,1,0,1,0,0,0.002918519,1.72694,0.0255613,-0.3316186,-0.1281167,0.9346738,1/31/2023 7:24:57 PM
113.352119644001,60,1,0,1,0,0,0.003285132,1.726666,0.02587531,-0.322938,-0.1332019,0.9369996,1/31/2023 7:24:57 PM
113.379181103001,60,1,0,1,0,0,0.003876759,1.726384,0.0263163,-0.3274029,-0.1338172,0.935361,1/31/2023 7:24:57 PM
113.392689019001,60,1,0,1,0,0,0.004186905,1.726287,0.02645956,-0.3254506,-0.1487678,0.9337826,1/31/2023 7:24:57 PM
113.407981728,60,1,0,1,0,0,0.004561545,1.726212,0.02647948,-0.3315559,-0.1303477,0.9343876,1/31/2023 7:24:57 PM
113.436383759,60,1,0,1,0,0,0.005501124,1.72617,0.02636679,-0.3244449,-0.1318349,0.9366723,1/31/2023 7:24:57 PM
113.451390113,60,1,0,1,0,0,0.006004021,1.72632,0.02600097,-0.3107562,-0.1385888,0.9403317,1/31/2023 7:24:57 PM
113.475693967001,60,1,0,1,0,0,-0.03989938,1.722959,0.005991615,-0.3816571,-0.113747,0.9172783,1/31/2023 7:24:57 PM
113.491487301,60,1,0,1,0,0,-0.04850901,1.722431,0.002380916,-0.3929628,-0.106283,0.9133916,1/31/2023 7:24:57 PM
113.507899332,60,1,0,1,0,0,-0.04813503,1.722611,0.002506583,-0.3867935,-0.1031187,0.9163827,1/31/2023 7:24:57 PM
113.532770686,60,1,0,1,0,0,-0.04800012,1.722884,0.002615055,-0.3770007,-0.1038849,0.9203687,1/31/2023 7:24:57 PM
113.55996355,60,1,0,1,0,0,-0.04701484,1.723476,0.002315867,-0.3756223,-0.09740706,0.9216397,1/31/2023 7:24:57 PM
113.574980269001,60,1,0,1,0,0,-0.04668228,1.723628,0.002476069,-0.3807039,-0.09361929,0.9199457,1/31/2023 7:24:57 PM
113.591860634,60,1,0,1,0,0,-0.04643797,1.723701,0.002759156,-0.3713064,-0.09370886,0.9237696,1/31/2023 7:24:57 PM
113.617795217,60,1,0,1,0,0,-0.04555608,1.724244,0.002571289,-0.3730084,-0.08079197,0.9243037,1/31/2023 7:24:57 PM
113.629703446,60,1,0,1,0,0,-0.04508749,1.724515,0.002461935,-0.3685083,-0.08918847,0.9253362,1/31/2023 7:24:57 PM
113.657046415,60,1,0,1,0,0,-0.04441845,1.724615,0.003016879,-0.3588388,-0.09332558,0.9287223,1/31/2023 7:24:57 PM
113.672995478,60,1,0,1,0,0,-0.04392607,1.724679,0.003240276,-0.3702381,-0.08395325,0.9251354,1/31/2023 7:24:57 PM
113.699258186,60,1,0,1,0,0,-0.03504164,1.725326,0.006107867,-0.3562031,-0.0926066,0.9298083,1/31/2023 7:24:57 PM
113.71358204,60,1,0,1,0,0,-0.03445404,1.725332,0.006456909,-0.3462658,-0.09382503,0.9334328,1/31/2023 7:24:57 PM
113.727273655,60,1,0,1,0,0,-0.02383537,1.72583,0.009777344,-0.3331136,-0.1014341,0.9374148,1/31/2023 7:24:57 PM
113.754498915,60,1,0,1,0,0,-0.02940439,1.725055,0.009066332,-0.3304684,-0.1074745,0.9376779,1/31/2023 7:24:57 PM
113.77130579,60,1,0,1,0,0,-0.0327897,1.724535,0.008708152,-0.3263757,-0.107042,0.9391597,1/31/2023 7:24:57 PM
113.795401988,60,1,0,1,0,0,-0.0375184,1.723533,0.008924264,-0.3361232,-0.1148095,0.9347941,1/31/2023 7:24:57 PM
113.810998030001,60,1,0,1,0,0,-0.03508775,1.72352,0.009884879,-0.3323006,-0.1204759,0.9354474,1/31/2023 7:24:57 PM
113.839603446,60,1,0,1,0,0,-0.02304406,1.724032,0.01350487,-0.3252887,-0.1196427,0.9380154,1/31/2023 7:24:57 PM
113.853686363001,60,1,0,1,0,0,-0.02278982,1.723994,0.01367431,-0.3193647,-0.1202934,0.9399658,1/31/2023 7:24:57 PM
113.867776884,60,1,0,1,0,0,-0.01729754,1.724542,0.01465144,-0.3175654,-0.117248,0.9409596,1/31/2023 7:24:57 PM
113.893301988001,60,1,0,1,0,0,-0.003351512,1.725549,0.01722252,-0.3024884,-0.1131313,0.9464154,1/31/2023 7:24:57 PM
113.908512925001,60,1,0,1,0,0,-0.01925142,1.724708,0.01384424,-0.3202248,-0.115747,0.940244,1/31/2023 7:24:57 PM
113.938074748,60,1,0,1,0,0,-0.03498963,1.723983,0.01078299,-0.3272249,-0.1067483,0.9388976,1/31/2023 7:24:57 PM
